YEAR,TRI_FACILITY_ID,FRS_ID,FACILITY_NAME,STREET_ADDRESS,CITY,COUNTY,ST,ZIP,BIA_CODE,TRIBE,LATITUDE,LONGITUDE,FEDERAL_FACILITY,INDUSTRY_SECTOR_CODE,INDUSTRY_SECTOR,PRIMARY_SIC,SIC_2,SIC_3,SIC_4,SIC_5,SIC_6,PRIMARY_NAICS,NAICS_2,NAICS_3,NAICS_4,NAICS_5,NAICS_6,DOC_CTRL_NUM,CHEMICAL,CAS_#/COMPOUND_ID,SRS_ID,CLEAR_AIR_ACT_CHEMICAL,CLASSIFICATION,METAL,METAL_CATEGORY,CARCINOGEN,FORM_TYPE,UNIT_OF_MEASURE,5.1_FUGITIVE_AIR,5.2_STACK_AIR,5.3_WATER,5.4_UNDERGROUND,5.4.1_UNDERGROUND_CLASS_I,5.4.2_UNDERGROUND_CLASS_II-V,5.5.1_LANDFILLS,5.5.1A_RCRA_C_LANDFILLS,5.5.1B_OTHER_LANDFILLS,5.5.2_LAND_TREATMENT,5.5.3_SURFACE_IMPOUNDMENT,5.5.3A_RCRA_C_SURFACE_IMP.,5.5.3B_Other_SURFACE_IMP.,5.5.4_OTHER_DISPOSAL,ON-SITE_RELEASE_TOTAL,6.1_POTW-TRANSFERS_FOR_RELEASE,6.1_POTW-TRANSFERS_FOR_TREATM.,6.1_POTW-TOTAL_TRANSFERS,6.2_M10,6.2_M41,6.2_M62,6.2_M71,6.2_M81,6.2_M82,6.2_M72,6.2_M63,6.2_M66,6.2_M67,6.2_M64,6.2_M65,6.2_M73,6.2_M79,6.2_M90,6.2_M94,6.2_M99,OFF-SITE_RELEASE_TOTAL,6.2_M20,6.2_M24,6.2_M26,6.2_M28,6.2_M93,OFF-SITE_RECYCLED_TOTAL,6.2_M56,6.2_M92,OFF-SITE_RECOVERY_TOTAL,6.2_M40,6.2_M50,6.2_M54,6.2_M61,6.2_M69,6.2_M95,OFF-SITE_TREATED_TOTAL,TOTAL_RELEASES,8.1_RELEASES,8.1A_ON-SITE_CONTAINED_REL.,8.1B_ON-SITE_OTHER_RELEASES,8.1C_OFF-SITE_CONTAINED_REL.,8.1D_OFF-SITE_OTHER_RELEASES,8.2_ENERGY_RECOVERY_ON-SITE,8.3_ENERGY_RECOVERY_OFF-SITE,8.4_RECYCLING_ON-SITE, 8.5_RECYCLING_OFF-SITE,8.6_TREATMENT_ON-SITE,8.7_TREATMENT_OFF-SITE,PROD._WASTE_(8.1_THRU_8.7),8.8_ONE-TIME_RELEASE,PROD_RATIO_OR_ACTIVITY,8.9_PRODUCTION_RATIO,PARENT_COMPANY_NAME,PARENT_COMPANY_DB_NUMBER,
"2016","97469RSBRGCOWCR","110060815122","ROSEBURG FOREST PRODUCTS CO - RIDDLE PLYWOOD #4","3064 RIDDLE BY PASS ROAD","RIDDLE","DOUGLAS","OR","97469","","","42.9443","-123.3759","NO","321","Wood Products","","","","","","","321212","","","","","","1316215327976","ACETALDEHYDE","000075070","5280","YES","TRI","NO","0","YES","R","Pounds","3075","7503","0","0","0","0","0","0","0","0","0","0","0","0","10578","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10578","0","0","10578","0","0","0","0","0","0","55985","0","66563","","PRODUCTION","1.05","ROSEBURG FOREST PRODUCTS","NA"
"2016","97015SMLLS13340","110000486590","PCC STRUCTURALS INC SMALL STRUCTURALS BUSINESS OPERATION","13340 SE 84TH AVE","CLACKAMAS","CLACKAMAS","OR","97015","","","45.42551","-122.57245","NO","331","Primary Metals","","","","","","","331529","","","","","","1316215498825","ALUMINUM (FUME OR DUST)","007429905","149476","NO","TRI","NO","4","NO","R","Pounds","0","4","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","189","0","0","0","0","1","0","190","0","0","0","0","178","178","0","0","0","0","0","0","0","0","0","0","194","0","0","4","189","1","0","0","0","178","0","0","372","","PRODUCTION","1","BERKSHIRE HATHAWAY INC","001024314"
"2016","97015SMLLS13340","110000486590","PCC STRUCTURALS INC SMALL STRUCTURALS BUSINESS OPERATION","13340 SE 84TH AVE","CLACKAMAS","CLACKAMAS","OR","97015","","","45.42551","-122.57245","NO","331","Primary Metals","","","","","","","331529","","","","","","1316215498852","COBALT","007440484","150078","YES","TRI","YES","1","YES","R","Pounds","0","13","1","0","0","0","0","0","0","0","0","0","0","0","14","3","0","3","0","0","0","0","0","0","0","0","0","0","991","0","0","0","0","17","0","1011","0","271836","0","0","8389","280225","0","0","0","0","0","0","0","0","0","0","1028","0","0","14","991","20","0","0","0","280225","0","0","281250","","PRODUCTION","1","BERKSHIRE HATHAWAY INC","001024314"
"2016","97141TLLMK4175H","110006114276","TILLAMOOK COUNTY CREAMERY ASSOC","4185 HWY 101 N","TILLAMOOK","TILLAMOOK","OR","97141","","","45.484161","-123.843223","NO","311","Food","","","","","","","311513","","","","","","1316215555741","AMMONIA","007664417","17294687","NO","TRI","NO","0","NO","R","Pounds","250","0","0","0","0","0","0","0","0","0","0","0","0","0","250","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","250","0","0","250","0","0","0","0","0","0","0","0","250","","PRODUCTION","1.06","TILLAMOOK COUNTY CREAMERY ASSOC","007909278"
"2016","97210SCCRP2141N","110000487394","ESCO CORP","2141 NW 25TH AVE","PORTLAND","MULTNOMAH","OR","97210","","","45.5374","-122.703","NO","331","Primary Metals","","","","","","","331513","","","","","","1316215559980","MANGANESE COMPOUNDS","N450","650010","YES","TRI","YES","1","NO","R","Pounds","118","117","0","0","0","0","0","0","0","0","0","0","0","0","235","0","0","0","0","0","0","0","0","0","0","0","0","0","10671","0","0","0","0","0","0","10671","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10906","0","0","235","10671","0","0","0","0","0","0","0","10906","","PRODUCTION",".96","ESCO CORP","009028259"
"2016","97321SYNTH1290I","110000488026","W R GRACE & CO-CONN","1290 INDUSTRIAL WAY SW","ALBANY","LINN","OR","97322","","","44.62855","-123.10208","NO","325","Chemicals","","","","","","","325411","325199","","","","","1316215141197","ACETONITRILE","000075058","5272","YES","TRI","NO","0","NO","R","Pounds","120","1281","0","0","0","0","0","0","0","0","0","0","0","0","1401","1.3","3.7","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.3","0","0","0","0","0","0","0","239000","239000","0","0","7400","0","0","0","7403.7","1403.6","0","0","1401","0","1.3","0","239000","0","0","1500","7403.7","249306","","ACTIVITY",".87","W.R.GRACE & CO. - CONN.","001367846"
"2016","97812CHMCL17629","110013755828","CHEMICAL WASTE MANAGEMENT OF THE NORTHWEST INC","17629 CEDAR SPRINGS LN","ARLINGTON","GILLIAM","OR","97812","","","45.622832","-120.254309","NO","562","Hazardous Waste","","","","","","","562211","","","","","","1316215672066","TRICHLOROFLUOROMETHANE","000075694","5785","NO","TRI","NO","0","NO","R","Pounds","0","0","0","0","0","0","0","15241.5","0","0","0","0","0","0","15241.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28.2","0","0","0","0","28.2","15241.5","0","15241.5","0","0","0","0","0","0","0","359.3","28.2","15629","","ACTIVITY",".86","WASTE MANAGEMENT INC","194672085"
"2016","97351MDLLN625HO","110012256986","ELKAY WOOD PRODUCTS CO","625 HOFFMAN RD","INDEPENDENCE","POLK","OR","97351","","","44.860025","-123.194716","NO","337","Furniture","","","","","","","337110","","","","","","1316215055524","ETHYLBENZENE","000100414","19406","YES","TRI","NO","0","NO","R","Pounds","2118","6355","0","0","0","0","0","0","0","0","0","0","0","0","8473","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","662","0","662","0","1100","0","0","0","0","1100","8473","0","0","8473","0","0","0","662","0","0","0","1100","10235","","PRODUCTION",".92","ELKAY MANUFACTURING CO","005080429"
"2016","9721WHRBRT3131N","110001653675","HERBERT MALARKEY ROOFING CO","3131 N COLUMBIA BLVD","PORTLAND","MULTNOMAH","OR","97217","","","45.59026","-122.70081","NO","324","Petroleum","","","","","","","324122","","","","","","1316215735919","COPPER COMPOUNDS","N100","649491","NO","TRI","YES","1","NO","R","Pounds","0","28","0","0","0","0","0","0","0","0","0","0","0","0","28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13817","0","0","13817","0","0","0","0","0","0","0","0","0","0","28","0","0","28","0","0","0","0","0","13817","0","0","13845","","PRODUCTION","1.28","NA",""
"2016","97321GLDNW2445S","110000487955","CLAYTON ALBANY","2445  PACIFIC BLVD., SW","ALBANY","LINN","OR","97321","","","44.637","-123.0748","NO","321","Wood Products","","","","","","","321991","","","","","","1316215327305","DIISOCYANATES","N120","649715","YES","TRI","NO","0","NO","A","Pounds","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","BERKSHIRE HATHAWAY INC","118119528"
